Parsing SERVER log...
  Found 3067 SERVER activations
Parsing CLIENT log...
  Found 3069 CLIENT activations

================================================================================
BILATERAL TIMING ANALYSIS
================================================================================

Time (s)     Period (ms)  Delta (ms)   Target (ms)  Error (ms)   Status
4913.48      2000         -1695        1000         -2695        OVERLAP
4913.48      2000         305          1000         -695         OVERLAP
4915.49      2000         -1705        1000         -2705        OVERLAP
4915.49      2000         295          1000         -705         OVERLAP
4917.50      2000         -1715        1000         -2715        OVERLAP
4917.50      2000         285          1000         -715         OVERLAP
4919.51      2000         -1725        1000         -2725        OVERLAP
4919.51      2000         275          1000         -725         OVERLAP
4921.51      2000         -1725        1000         -2725        OVERLAP
4921.51      2000         275          1000         -725         OVERLAP
4923.52      2000         -1735        1000         -2735        OVERLAP
4923.52      2000         275          1000         -725         OVERLAP
4925.48      2000         -1685        1000         -2685        OVERLAP
4925.48      2000         315          1000         -685         OVERLAP
4927.49      2000         -1695        1000         -2695        OVERLAP
4927.49      2000         305          1000         -695         OVERLAP
4929.50      2000         -1705        1000         -2705        OVERLAP
4929.50      2000         295          1000         -705         OVERLAP
4931.50      2000         -1705        1000         -2705        OVERLAP
4931.50      2000         295          1000         -705         OVERLAP
4933.51      2000         -1715        1000         -2715        OVERLAP
4933.51      2000         285          1000         -715         OVERLAP
4935.52      2000         -1725        1000         -2725        OVERLAP
4935.52      2000         275          1000         -725         OVERLAP
4937.53      2000         -1735        1000         -2735        OVERLAP
4937.53      2000         265          1000         -735         OVERLAP
4939.49      2000         -1695        1000         -2695        OVERLAP
4939.49      2000         305          1000         -695         OVERLAP
4941.49      2000         -1695        1000         -2695        OVERLAP
4941.49      2000         305          1000         -695         OVERLAP
4943.50      2000         -1705        1000         -2705        OVERLAP
4943.50      2000         295          1000         -705         OVERLAP
4945.53      2000         -1735        1000         -2735        OVERLAP
4945.53      2000         265          1000         -735         OVERLAP
4947.49      2000         -1695        1000         -2695        OVERLAP
4947.49      2000         305          1000         -695         OVERLAP
4949.50      2000         -1705        1000         -2705        OVERLAP
4949.50      2000         295          1000         -705         OVERLAP
4951.51      2000         -1715        1000         -2715        OVERLAP
4951.51      2000         285          1000         -715         OVERLAP
4953.51      2000         -1705        1000         -2705        OVERLAP
4953.51      2000         285          1000         -715         OVERLAP
4955.52      2000         -1715        1000         -2715        OVERLAP
4955.52      2000         275          1000         -725         OVERLAP
4957.48      2000         -1675        1000         -2675        OVERLAP
4957.48      2000         315          1000         -685         OVERLAP
4957.48      2000         325          1000         -675         OVERLAP
4959.49      2000         -1685        1000         -2685        OVERLAP
4959.49      2000         305          1000         -695         OVERLAP
