Parsing SERVER log (ACTIVE only)...
  Found 2699 SERVER activations
Parsing CLIENT log (ACTIVE only)...
  Found 2699 CLIENT activations

====================================================================================================
BILATERAL PHASE TIMING ANALYSIS (ACTIVE CYCLES ONLY)
====================================================================================================

Time (s)     Period (ms)  CLIENT @     Target @     Phase Err    Status
5319.91      2000         +1635        1000         +635         DRIFT
5321.91      2000         +1645        1000         +645         DRIFT
5323.91      2000         +1655        1000         +655         DRIFT
5325.92      2000         +1645        1000         +645         DRIFT
5327.92      2000         +1665        1000         +665         DRIFT
5329.92      2000         +1675        1000         +675         DRIFT
5331.92      2000         +1685        1000         +685         DRIFT
5333.92      2000         +1685        1000         +685         DRIFT
5335.92      2000         +1645        1000         +645         DRIFT
5337.92      2000         +1655        1000         +655         DRIFT
5339.92      2000         +1665        1000         +665         DRIFT
5341.92      2000         +1675        1000         +675         DRIFT
5343.93      2000         +1665        1000         +665         DRIFT
5345.93      2000         +1675        1000         +675         DRIFT
5347.93      2000         +1635        1000         +635         DRIFT
5349.93      2000         +1645        1000         +645         DRIFT
5351.93      2000         +1655        1000         +655         DRIFT
5353.93      2000         +1655        1000         +655         DRIFT
5355.93      2000         +1665        1000         +665         DRIFT
5357.93      2000         +1675        1000         +675         DRIFT
5359.93      2000         +1635        1000         +635         DRIFT
5361.93      2000         +1645        1000         +645         DRIFT
5363.93      2000         +1645        1000         +645         DRIFT
5365.93      2000         +1655        1000         +655         DRIFT
5367.93      2000         +1635        1000         +635         DRIFT
5369.93      2000         +1645        1000         +645         DRIFT
5371.93      2000         +1655        1000         +655         DRIFT
5373.93      2000         +1665        1000         +665         DRIFT
5375.93      2000         +1665        1000         +665         DRIFT
5377.93      2000         +1675        1000         +675         DRIFT
5379.93      2000         +1685        1000         +685         DRIFT
5381.93      2000         +1695        1000         +695         DRIFT
5383.93      2000         +1705        1000         +705         DRIFT
5385.93      2000         +1705        1000         +705         DRIFT
5387.94      2000         +1715        1000         +715         DRIFT
5389.94      2000         +1725        1000         +725         DRIFT
5391.94      2000         +1735        1000         +735         DRIFT
5393.94      2000         +1735        1000         +735         DRIFT
5395.94      2000         +1745        1000         +745         DRIFT
5397.94      2000         +1755        1000         +755         DRIFT
5399.94      2000         +1765        1000         +765         DRIFT
5401.94      2000         +1775        1000         +775         DRIFT
5403.95      2000         +1765        1000         +765         DRIFT
====================================================================================================

====================================================================================================
PHASE ERROR STATISTICS
====================================================================================================

Total paired measurements: 2699
Mean phase error:          +662.4 ms
Std deviation:             105.9 ms
Min error (most early):    +185.0 ms
Max error (most late):     +4735.0 ms

Status Breakdown:
  GOOD (±10ms):         0 (0.0%)
  WARNING (±50ms):      0 (0.0%)
  OVERLAP (<-50ms):     0 (0.0%)
  DRIFT (>50ms):     2699 (100.0%)

====================================================================================================
KEY:
  'CLIENT @'   = CLIENT activation time relative to SERVER (ms)
  'Target @'   = Ideal antiphase target (period/2 after SERVER)
  'Phase Err'  = CLIENT timing error from target (negative=early, positive=late)
  'OVERLAP'    = CLIENT too early (>50ms before target, risk of both motors active)
